Source Label,Label,Adjusted Time,Target Label,Number of Records
Jane Tyler,calls,6/16/2015 2:51:31 PM,Timothy Gibson,1
Jane Tyler,calls,6/17/2015 9:14:32 AM,Timothy Gibson,1
Jane Tyler,calls,6/17/2015 4:14:35 PM,Timothy Gibson,1
Jane Tyler,calls,6/17/2015 10:26:17 PM,Timothy Gibson,1
Jane Tyler,calls,6/18/2015 9:05:34 PM,Timothy Gibson,1
Jane Tyler,calls,6/22/2015 8:38:47 PM,Timothy Gibson,1
Jane Tyler,calls,6/22/2015 11:09:37 PM,Timothy Gibson,1
Jane Tyler,calls,6/24/2015 1:19:23 AM,Timothy Gibson,1
Jane Tyler,calls,6/24/2015 3:27:07 PM,Timothy Gibson,1
Jane Tyler,calls,6/25/2015 11:28:09 AM,Timothy Gibson,1
Jane Tyler,calls,6/27/2015 11:37:42 AM,Timothy Gibson,1
Jane Tyler,calls,6/30/2015 2:55:50 PM,Timothy Gibson,1
Jane Tyler,calls,07-02-2015 09:52,Timothy Gibson,1
Jane Tyler,calls,07-05-2015 21:31,Timothy Gibson,1
Jane Tyler,calls,07-06-2015 00:36,Timothy Gibson,1
Jane Tyler,calls,07-06-2015 22:12,Timothy Gibson,1
Jane Tyler,calls,07-08-2015 16:32,Timothy Gibson,1
Jane Tyler,calls,07-09-2015 13:31,Timothy Gibson,1
Jane Tyler,calls,07-09-2015 19:36,Timothy Gibson,1
Jane Tyler,calls,07-10-2015 14:50,Timothy Gibson,1
Jane Tyler,calls,07-10-2015 16:19,Timothy Gibson,1
Jane Tyler,calls,7/17/2015 3:19:16 PM,Timothy Gibson,1
Jane Tyler,calls,7/19/2015 8:07:34 AM,Timothy Gibson,1
Jane Tyler,calls,7/19/2015 3:26:08 PM,Timothy Gibson,1
Jane Tyler,calls,7/19/2015 4:07:53 PM,Timothy Gibson,1
Jane Tyler,calls,7/21/2015 3:58:58 PM,Timothy Gibson,1
Jane Tyler,calls,7/23/2015 2:18:46 PM,Timothy Gibson,1
Jane Tyler,calls,7/24/2015 6:04:20 AM,Timothy Gibson,1
Jane Tyler,calls,7/24/2015 8:31:49 AM,Timothy Gibson,1
Jane Tyler,calls,7/26/2015 8:03:48 PM,Timothy Gibson,1
Jane Tyler,calls,7/27/2015 5:11:09 AM,Timothy Gibson,1
Jane Tyler,calls,7/29/2015 1:18:28 AM,Timothy Gibson,1
Jane Tyler,calls,08-03-2015 04:14,Timothy Gibson,1
Jane Tyler,calls,08-03-2015 12:15,Timothy Gibson,1
Jane Tyler,calls,08-05-2015 07:45,Timothy Gibson,1
Jane Tyler,calls,08-05-2015 11:16,Timothy Gibson,1
Jane Tyler,calls,08-06-2015 06:18,Timothy Gibson,1
Jane Tyler,calls,08-06-2015 11:00,Timothy Gibson,1
Jane Tyler,calls,08-10-2015 17:50,Timothy Gibson,1
Jane Tyler,calls,08-11-2015 06:40,Timothy Gibson,1
Jane Tyler,calls,08-12-2015 06:48,Timothy Gibson,1
Jane Tyler,calls,8/13/2015 6:11:47 AM,Timothy Gibson,1
Jane Tyler,calls,8/15/2015 2:10:21 AM,Timothy Gibson,1
Jane Tyler,calls,8/16/2015 7:51:45 AM,Timothy Gibson,1
Jane Tyler,calls,8/17/2015 8:10:39 AM,Timothy Gibson,1
Jane Tyler,calls,8/20/2015 4:49:52 AM,Timothy Gibson,1
Jane Tyler,calls,8/22/2015 11:35:13 PM,Timothy Gibson,1
Jane Tyler,calls,8/24/2015 9:39:32 AM,Timothy Gibson,1
Jane Tyler,calls,8/24/2015 9:59:15 AM,Timothy Gibson,1
Jane Tyler,calls,8/25/2015 6:35:24 PM,Timothy Gibson,1
Jane Tyler,calls,8/27/2015 12:44:15 AM,Timothy Gibson,1
Jane Tyler,calls,8/31/2015 2:12:44 PM,Timothy Gibson,1
Jane Tyler,calls,8/31/2015 11:25:55 PM,Timothy Gibson,1
Jane Tyler,calls,09-06-2015 10:27,Timothy Gibson,1
Jane Tyler,calls,09-07-2015 02:51,Timothy Gibson,1
Jane Tyler,calls,09-07-2015 09:25,Timothy Gibson,1
Jane Tyler,calls,09-09-2015 00:30,Timothy Gibson,1
Jane Tyler,calls,09-09-2015 08:00,Timothy Gibson,1
Jane Tyler,calls,09-11-2015 09:00,Timothy Gibson,1
Jane Tyler,calls,09-11-2015 21:35,Timothy Gibson,1
Jane Tyler,calls,9/15/2015 12:10:37 AM,Timothy Gibson,1
Jane Tyler,calls,9/16/2015 9:17:29 PM,Timothy Gibson,1
Jane Tyler,calls,9/17/2015 1:44:25 PM,Timothy Gibson,1
Jane Tyler,calls,9/20/2015 1:53:19 PM,Timothy Gibson,1
Jane Tyler,calls,9/20/2015 5:07:43 PM,Timothy Gibson,1
Jane Tyler,calls,9/25/2015 12:21:10 PM,Timothy Gibson,1
Jane Tyler,calls,10-03-2015 07:24,Timothy Gibson,1
Jane Tyler,calls,10-05-2015 07:24,Timothy Gibson,1
Jane Tyler,calls,10-05-2015 13:17,Timothy Gibson,1
Jane Tyler,calls,10-06-2015 05:22,Timothy Gibson,1
Jane Tyler,calls,10-09-2015 06:39,Timothy Gibson,1
Jane Tyler,calls,10/14/2015 12:01:55 AM,Timothy Gibson,1
Jane Tyler,calls,10/16/2015 11:18:12 AM,Timothy Gibson,1
Jane Tyler,calls,10/17/2015 2:37:27 AM,Timothy Gibson,1
Jane Tyler,calls,10/22/2015 12:24:02 PM,Timothy Gibson,1
Jane Tyler,calls,10/25/2015 10:07:12 PM,Timothy Gibson,1
Jane Tyler,calls,10/26/2015 1:17:32 AM,Timothy Gibson,1
Jane Tyler,calls,10/28/2015 12:08:21 AM,Timothy Gibson,1
Jane Tyler,calls,11-04-2015 15:48,Timothy Gibson,1
Jane Tyler,calls,11-10-2015 05:20,Timothy Gibson,1
Jane Tyler,calls,11/13/2015 2:16:17 AM,Timothy Gibson,1
Jane Tyler,calls,11/15/2015 3:52:03 AM,Timothy Gibson,1
Jane Tyler,calls,11/17/2015 5:59:27 PM,Timothy Gibson,1
Jane Tyler,calls,11/20/2015 4:17:42 PM,Timothy Gibson,1
Jane Tyler,calls,11/21/2015 4:01:17 AM,Timothy Gibson,1
Jane Tyler,calls,11/24/2015 6:32:10 AM,Timothy Gibson,1
Jane Tyler,calls,11/27/2015 5:35:48 PM,Timothy Gibson,1
Jane Tyler,calls,11/28/2015 2:27:44 PM,Timothy Gibson,1
Jane Tyler,calls,11/29/2015 11:17:55 PM,Timothy Gibson,1
Jane Tyler,calls,11/30/2015 9:47:03 PM,Timothy Gibson,1
Jane Tyler,calls,12-01-2015 06:26,Timothy Gibson,1
Jane Tyler,calls,12-03-2015 16:31,Timothy Gibson,1
Jane Tyler,calls,12-03-2015 18:08,Timothy Gibson,1
Jane Tyler,calls,12-07-2015 00:31,Timothy Gibson,1
Jane Tyler,calls,12-09-2015 06:52,Timothy Gibson,1
Jane Tyler,calls,12-10-2015 04:09,Timothy Gibson,1
Jane Tyler,calls,12-11-2015 04:06,Timothy Gibson,1
Jane Tyler,calls,12/17/2015 2:10:02 PM,Timothy Gibson,1
Jane Tyler,calls,12/18/2015 5:14:36 PM,Timothy Gibson,1
Jane Tyler,calls,12/18/2015 10:51:42 PM,Timothy Gibson,1
Jane Tyler,calls,12/20/2015 10:25:07 AM,Timothy Gibson,1
Jane Tyler,calls,12/20/2015 8:36:53 PM,Timothy Gibson,1
Jane Tyler,calls,12/25/2015 5:36:02 PM,Timothy Gibson,1
Jane Tyler,calls,12/26/2015 5:48:06 AM,Timothy Gibson,1
Jane Tyler,calls,12/26/2015 11:49:50 PM,Timothy Gibson,1
Jane Tyler,calls,12/27/2015 12:09:54 PM,Timothy Gibson,1
Jane Tyler,calls,12/28/2015 6:13:32 PM,Timothy Gibson,1
Jane Tyler,calls,01-01-2016 05:13,Timothy Gibson,1
Jane Tyler,calls,01-02-2016 17:30,Timothy Gibson,1
Jane Tyler,calls,01-11-2016 01:22,Timothy Gibson,1
Jane Tyler,calls,1/13/2016 10:27:19 PM,Timothy Gibson,1
Jane Tyler,calls,1/15/2016 1:32:53 PM,Timothy Gibson,1
Jane Tyler,calls,1/16/2016 10:00:38 AM,Timothy Gibson,1
Jane Tyler,calls,1/21/2016 4:10:36 PM,Timothy Gibson,1
Jane Tyler,calls,1/25/2016 1:41:46 AM,Timothy Gibson,1
Jane Tyler,calls,1/29/2016 11:40:18 PM,Timothy Gibson,1
Jane Tyler,calls,02-04-2016 20:02,Timothy Gibson,1
Jane Tyler,calls,2/18/2016 3:25:25 AM,Timothy Gibson,1
Jane Tyler,calls,2/19/2016 12:43:53 AM,Timothy Gibson,1
Jane Tyler,calls,2/22/2016 9:03:10 AM,Timothy Gibson,1
Jane Tyler,calls,2/23/2016 6:25:30 AM,Timothy Gibson,1
Jane Tyler,calls,2/26/2016 10:55:50 AM,Timothy Gibson,1
Jane Tyler,calls,2/26/2016 5:57:52 PM,Timothy Gibson,1
Jane Tyler,calls,2/26/2016 7:36:27 PM,Timothy Gibson,1
Jane Tyler,calls,03-04-2016 12:05,Timothy Gibson,1
Jane Tyler,calls,03-07-2016 21:24,Timothy Gibson,1
Jane Tyler,calls,3/29/2016 4:07:30 PM,Timothy Gibson,1
Jane Tyler,calls,3/31/2016 6:09:48 PM,Timothy Gibson,1
Jane Tyler,calls,04-05-2016 19:08,Timothy Gibson,1
Jane Tyler,calls,04-06-2016 14:30,Timothy Gibson,1
Jane Tyler,calls,04-07-2016 21:49,Timothy Gibson,1
Jane Tyler,calls,04-07-2016 22:36,Timothy Gibson,1
Jane Tyler,calls,04-08-2016 13:25,Timothy Gibson,1
Jane Tyler,calls,4/18/2016 1:09:07 PM,Timothy Gibson,1
Jane Tyler,calls,4/18/2016 1:31:27 PM,Timothy Gibson,1
Jane Tyler,calls,4/28/2016 12:37:35 AM,Timothy Gibson,1
Jane Tyler,calls,05-01-2016 21:55,Timothy Gibson,1
Jane Tyler,calls,05-02-2016 19:49,Timothy Gibson,1
Jane Tyler,calls,05-03-2016 06:05,Timothy Gibson,1
Jane Tyler,calls,05-05-2016 18:43,Timothy Gibson,1
Jane Tyler,calls,5/18/2016 8:02:05 AM,Timothy Gibson,1
Jane Tyler,calls,5/20/2016 5:16:23 AM,Timothy Gibson,1
Jane Tyler,calls,5/21/2016 4:12:41 PM,Timothy Gibson,1
Jane Tyler,calls,5/27/2016 11:39:38 AM,Timothy Gibson,1
Jane Tyler,calls,06-06-2016 22:22,Timothy Gibson,1
Jane Tyler,calls,06-10-2016 00:45,Timothy Gibson,1
Jane Tyler,calls,6/18/2016 7:59:42 PM,Timothy Gibson,1
Jane Tyler,calls,6/19/2016 10:23:59 PM,Timothy Gibson,1
Jane Tyler,calls,6/23/2016 9:04:36 AM,Timothy Gibson,1
Jane Tyler,calls,7/13/2016 8:29:08 AM,Timothy Gibson,1
Jane Tyler,calls,7/13/2016 11:34:14 AM,Timothy Gibson,1
Jane Tyler,calls,7/14/2016 7:58:56 PM,Timothy Gibson,1
Jane Tyler,calls,7/29/2016 3:40:41 AM,Timothy Gibson,1
Jane Tyler,calls,08-01-2016 13:35,Timothy Gibson,1
Jane Tyler,calls,08-02-2016 19:44,Timothy Gibson,1
Jane Tyler,calls,08-08-2016 13:33,Timothy Gibson,1
Jane Tyler,calls,8/19/2016 4:00:55 PM,Timothy Gibson,1
Jane Tyler,calls,8/22/2016 12:02:49 PM,Timothy Gibson,1
Jane Tyler,calls,8/23/2016 6:09:28 PM,Timothy Gibson,1
Jane Tyler,calls,8/26/2016 5:48:11 PM,Timothy Gibson,1
Jane Tyler,calls,10-03-2016 23:00,Timothy Gibson,1
Jane Tyler,calls,10-06-2016 07:30,Timothy Gibson,1
Jane Tyler,calls,10-11-2016 21:05,Timothy Gibson,1
Jane Tyler,calls,10/15/2016 12:32:09 PM,Timothy Gibson,1
Jane Tyler,calls,10/18/2016 11:31:12 AM,Timothy Gibson,1
Jane Tyler,calls,10/27/2016 6:45:00 AM,Timothy Gibson,1
Jane Tyler,calls,10/27/2016 1:49:00 PM,Timothy Gibson,1
Jane Tyler,calls,11-02-2016 02:47,Timothy Gibson,1
Jane Tyler,calls,11-03-2016 17:14,Timothy Gibson,1
Jane Tyler,calls,11-04-2016 07:07,Timothy Gibson,1
Jane Tyler,calls,11-10-2016 05:28,Timothy Gibson,1
Jane Tyler,calls,11-11-2016 19:14,Timothy Gibson,1
Jane Tyler,calls,11/23/2016 2:55:11 PM,Timothy Gibson,1
Jane Tyler,calls,12/14/2016 3:58:52 PM,Timothy Gibson,1
Jane Tyler,calls,01-02-2017 02:47,Timothy Gibson,1
Jane Tyler,calls,01-03-2017 18:51,Timothy Gibson,1
Jane Tyler,calls,01-07-2017 03:20,Timothy Gibson,1
Jane Tyler,calls,01-10-2017 22:07,Timothy Gibson,1
Jane Tyler,calls,1/16/2017 7:30:59 AM,Timothy Gibson,1
Jane Tyler,calls,1/20/2017 7:31:03 AM,Timothy Gibson,1
Jane Tyler,calls,1/26/2017 3:46:35 PM,Timothy Gibson,1
Jane Tyler,calls,02-03-2017 17:21,Timothy Gibson,1
Jane Tyler,calls,02-05-2017 20:04,Timothy Gibson,1
Jane Tyler,calls,02-11-2017 18:47,Timothy Gibson,1
Jane Tyler,calls,2/14/2017 7:14:16 AM,Timothy Gibson,1
Jane Tyler,calls,2/17/2017 5:17:01 AM,Timothy Gibson,1
Jane Tyler,calls,2/18/2017 1:10:39 PM,Timothy Gibson,1
Jane Tyler,calls,2/18/2017 3:25:43 PM,Timothy Gibson,1
Jane Tyler,calls,2/20/2017 11:03:23 AM,Timothy Gibson,1
Jane Tyler,calls,2/21/2017 5:26:49 PM,Timothy Gibson,1
Jane Tyler,calls,2/27/2017 6:46:38 PM,Timothy Gibson,1
Jane Tyler,calls,2/28/2017 10:50:59 PM,Timothy Gibson,1
Jane Tyler,calls,03-05-2017 04:02,Timothy Gibson,1
Jane Tyler,calls,3/17/2017 5:51:29 AM,Timothy Gibson,1
Jane Tyler,calls,3/18/2017 7:09:12 PM,Timothy Gibson,1
Jane Tyler,calls,3/19/2017 11:09:00 PM,Timothy Gibson,1
Jane Tyler,calls,3/22/2017 11:03:14 AM,Timothy Gibson,1
Jane Tyler,calls,04-07-2017 16:14,Timothy Gibson,1
Jane Tyler,calls,04-12-2017 18:58,Timothy Gibson,1
Jane Tyler,calls,4/13/2017 4:22:57 PM,Timothy Gibson,1
Jane Tyler,calls,4/19/2017 10:40:51 AM,Timothy Gibson,1
Jane Tyler,calls,4/20/2017 12:18:08 AM,Timothy Gibson,1
Jane Tyler,calls,4/23/2017 11:19:32 AM,Timothy Gibson,1
Jane Tyler,calls,5/27/2017 4:42:20 AM,Timothy Gibson,1
Jane Tyler,calls,06-01-2017 20:18,Timothy Gibson,1
Jane Tyler,calls,6/15/2017 7:10:56 AM,Timothy Gibson,1
Jane Tyler,calls,6/16/2017 1:12:35 PM,Timothy Gibson,1
Jane Tyler,calls,6/17/2017 5:26:55 PM,Timothy Gibson,1
Jane Tyler,calls,6/29/2017 7:18:05 PM,Timothy Gibson,1
Jane Tyler,calls,07-02-2017 02:31,Timothy Gibson,1
Jane Tyler,calls,07-03-2017 22:31,Timothy Gibson,1
Jane Tyler,calls,07-09-2017 14:37,Timothy Gibson,1
Jane Tyler,calls,07-11-2017 00:34,Timothy Gibson,1
Jane Tyler,calls,07-12-2017 01:23,Timothy Gibson,1
Jane Tyler,calls,7/22/2017 4:10:38 AM,Timothy Gibson,1
Jane Tyler,calls,7/28/2017 10:01:11 PM,Timothy Gibson,1
Jane Tyler,calls,8/13/2017 6:30:54 AM,Timothy Gibson,1
Jane Tyler,calls,8/28/2017 7:11:33 PM,Timothy Gibson,1
Jane Tyler,calls,8/31/2017 12:03:43 PM,Timothy Gibson,1
Jane Tyler,calls,09-12-2017 16:57,Timothy Gibson,1
Jane Tyler,calls,9/20/2017 11:08:52 PM,Timothy Gibson,1
Jane Tyler,calls,10-04-2017 14:17,Timothy Gibson,1
Jane Tyler,calls,10/13/2017 3:04:34 PM,Timothy Gibson,1
Jane Tyler,calls,10/20/2017 4:58:52 PM,Timothy Gibson,1
Jane Tyler,calls,11-10-2017 04:05,Timothy Gibson,1
Jane Tyler,calls,11-11-2017 23:19,Timothy Gibson,1
Jane Tyler,calls,11/16/2017 9:14:31 AM,Timothy Gibson,1
Jane Tyler,calls,11/18/2017 5:31:38 AM,Timothy Gibson,1
Jane Tyler,calls,11/23/2017 10:23:20 AM,Timothy Gibson,1
Jane Tyler,calls,11/28/2017 9:28:46 AM,Timothy Gibson,1
Jane Tyler,calls,11/29/2017 3:32:16 PM,Timothy Gibson,1
Jane Tyler,calls,12-05-2017 01:43,Timothy Gibson,1
Jane Tyler,calls,12-11-2017 19:40,Timothy Gibson,1
Jane Tyler,calls,12-12-2017 00:14,Timothy Gibson,1
Jane Tyler,calls,12/22/2017 8:20:21 PM,Timothy Gibson,1
Jane Tyler,calls,12/28/2017 9:41:10 PM,Timothy Gibson,1
Jane Tyler,calls,12/29/2017 3:39:46 AM,Timothy Gibson,1
Kerstin Belveal,calls,12/30/2015 10:47:53 AM,Sheilah Stachniw,1
Kerstin Belveal,calls,05-08-2017 11:38,Sherrell Biebel,1
Kerstin Belveal,calls,5/15/2017 11:38:53 AM,Sherrell Biebel,1
Kerstin Belveal,calls,5/16/2017 11:38:53 AM,Sherrell Biebel,1
Kerstin Belveal,calls,5/17/2017 11:38:53 AM,Sherrell Biebel,1
Kerstin Belveal,calls,5/18/2017 11:38:53 AM,Sherrell Biebel,1
Sheilah Stachniw,calls,04-05-2016 22:59,Kerstin Belveal,1
Sheilah Stachniw,calls,11-08-2015 07:40,Meryl Pastuch,1
Richard Fox,calls,11-03-2015 17:34,Ferne Hards,1
Richard Fox,calls,4/27/2016 5:54:53 AM,Ferne Hards,1
Richard Fox,calls,6/20/2015 8:21:35 AM,Timothy Gibson,1
Richard Fox,calls,8/17/2015 8:09:14 AM,Timothy Gibson,1
Richard Fox,calls,11-06-2015 10:59,Martha Harris,1
Ferne Hards,calls,12-08-2016 11:20,Tobi Gatlin,1
Ferne Hards,calls,11-06-2015 12:54,Sherrell Biebel,1
Tobi Gatlin,calls,07-06-2017 16:18,Jane Tyler,1
Tobi Gatlin,calls,12/19/2015 1:49:53 PM,Sherrell Biebel,1
Tobi Gatlin,calls,10/26/2015 7:24:36 AM,Timothy Gibson,1
Sherrell Biebel,calls,11/27/2015 6:49:53 AM,Refugio Orrantia,1
Sherrell Biebel,calls,11/14/2015 6:32:53 PM,Ramiro Gault,1
Sherrell Biebel,calls,4/27/2017 6:40:53 PM,Jose Ringwald,1
Sherrell Biebel,calls,5/13/2017 11:38:53 AM,Kerstin Belveal,1
Sherrell Biebel,calls,08-11-2017 11:38,Kerstin Belveal,1
Sherrell Biebel,calls,8/26/2017 11:38:53 AM,Kerstin Belveal,1
Sherrell Biebel,calls,09-05-2017 11:38,Kerstin Belveal,1
Sherrell Biebel,calls,11/14/2015 2:22:53 AM,Ferne Hards,1
Sherrell Biebel,calls,01-02-2017 22:17,Tobi Gatlin,1
Patrick Lane,calls,12/20/2015 5:03:53 AM,Martha Harris,1
Lindsy Henion,calls,11-08-2015 15:05,Sheilah Stachniw,1
Timothy Gibson,calls,06-04-2015 21:13,Jane Tyler,1
Timothy Gibson,calls,06-06-2015 16:43,Jane Tyler,1
Timothy Gibson,calls,06-07-2015 04:50,Jane Tyler,1
Timothy Gibson,calls,06-07-2015 05:00,Jane Tyler,1
Timothy Gibson,calls,06-07-2015 07:02,Jane Tyler,1
Timothy Gibson,calls,06-07-2015 09:56,Jane Tyler,1
Timothy Gibson,calls,06-08-2015 01:21,Jane Tyler,1
Timothy Gibson,calls,06-08-2015 09:39,Jane Tyler,1
Timothy Gibson,calls,06-09-2015 22:02,Jane Tyler,1
Timothy Gibson,calls,06-10-2015 00:09,Jane Tyler,1
Timothy Gibson,calls,06-10-2015 02:29,Jane Tyler,1
Timothy Gibson,calls,06-10-2015 17:36,Jane Tyler,1
Timothy Gibson,calls,06-11-2015 04:09,Jane Tyler,1
Timothy Gibson,calls,06-11-2015 12:00,Jane Tyler,1
Timothy Gibson,calls,06-11-2015 13:44,Jane Tyler,1
Timothy Gibson,calls,06-11-2015 17:18,Jane Tyler,1
Timothy Gibson,calls,06-11-2015 20:22,Jane Tyler,1
Timothy Gibson,calls,06-12-2015 18:15,Jane Tyler,1
Timothy Gibson,calls,6/13/2015 4:47:31 AM,Jane Tyler,1
Timothy Gibson,calls,6/14/2015 6:40:54 AM,Jane Tyler,1
Timothy Gibson,calls,6/14/2015 1:18:23 PM,Jane Tyler,1
Timothy Gibson,calls,6/14/2015 7:50:18 PM,Jane Tyler,1
Timothy Gibson,calls,6/15/2015 10:59:04 PM,Jane Tyler,1
Timothy Gibson,calls,6/16/2015 7:58:05 PM,Jane Tyler,1
Timothy Gibson,calls,6/16/2015 11:55:14 PM,Jane Tyler,1
Timothy Gibson,calls,6/18/2015 4:51:51 PM,Jane Tyler,1
Timothy Gibson,calls,6/18/2015 7:33:31 PM,Jane Tyler,1
Timothy Gibson,calls,6/19/2015 11:04:22 AM,Jane Tyler,1
Timothy Gibson,calls,6/20/2015 6:47:56 AM,Jane Tyler,1
Timothy Gibson,calls,6/21/2015 7:13:25 AM,Jane Tyler,1
Timothy Gibson,calls,6/23/2015 5:31:06 AM,Jane Tyler,1
Timothy Gibson,calls,6/24/2015 2:11:15 AM,Jane Tyler,1
Timothy Gibson,calls,6/24/2015 1:21:04 PM,Jane Tyler,1
Timothy Gibson,calls,6/24/2015 1:33:24 PM,Jane Tyler,1
Timothy Gibson,calls,6/24/2015 6:36:51 PM,Jane Tyler,1
Timothy Gibson,calls,6/26/2015 12:34:17 AM,Jane Tyler,1
Timothy Gibson,calls,6/26/2015 2:38:40 PM,Jane Tyler,1
Timothy Gibson,calls,6/27/2015 5:28:25 AM,Jane Tyler,1
Timothy Gibson,calls,6/27/2015 12:25:53 PM,Jane Tyler,1
Timothy Gibson,calls,6/29/2015 1:24:42 PM,Jane Tyler,1
Timothy Gibson,calls,07-03-2015 17:03,Jane Tyler,1
Timothy Gibson,calls,07-05-2015 01:43,Jane Tyler,1
Timothy Gibson,calls,07-07-2015 20:36,Jane Tyler,1
Timothy Gibson,calls,07-08-2015 16:27,Jane Tyler,1
Timothy Gibson,calls,07-08-2015 17:22,Jane Tyler,1
Timothy Gibson,calls,07-10-2015 04:59,Jane Tyler,1
Timothy Gibson,calls,7/13/2015 7:40:56 AM,Jane Tyler,1
Timothy Gibson,calls,7/13/2015 11:12:34 PM,Jane Tyler,1
Timothy Gibson,calls,7/14/2015 3:26:57 PM,Jane Tyler,1
Timothy Gibson,calls,7/15/2015 5:07:35 PM,Jane Tyler,1
Timothy Gibson,calls,7/17/2015 8:51:40 AM,Jane Tyler,1
Timothy Gibson,calls,7/17/2015 11:16:46 AM,Jane Tyler,1
Timothy Gibson,calls,7/18/2015 3:33:46 PM,Jane Tyler,1
Timothy Gibson,calls,7/20/2015 3:46:27 PM,Jane Tyler,1
Timothy Gibson,calls,7/22/2015 7:05:20 AM,Jane Tyler,1
Timothy Gibson,calls,7/23/2015 11:53:36 PM,Jane Tyler,1
Timothy Gibson,calls,7/24/2015 12:46:09 AM,Jane Tyler,1
Timothy Gibson,calls,7/25/2015 9:13:48 PM,Jane Tyler,1
Timothy Gibson,calls,7/26/2015 5:59:21 AM,Jane Tyler,1
Timothy Gibson,calls,7/30/2015 1:02:44 PM,Jane Tyler,1
Timothy Gibson,calls,7/30/2015 7:38:53 PM,Jane Tyler,1
Timothy Gibson,calls,7/31/2015 4:31:21 AM,Jane Tyler,1
Timothy Gibson,calls,08-01-2015 12:28,Jane Tyler,1
Timothy Gibson,calls,08-02-2015 14:30,Jane Tyler,1
Timothy Gibson,calls,08-03-2015 20:34,Jane Tyler,1
Timothy Gibson,calls,08-05-2015 10:45,Jane Tyler,1
Timothy Gibson,calls,08-06-2015 15:18,Jane Tyler,1
Timothy Gibson,calls,08-09-2015 09:02,Jane Tyler,1
Timothy Gibson,calls,08-12-2015 22:03,Jane Tyler,1
Timothy Gibson,calls,8/17/2015 10:44:24 AM,Jane Tyler,1
Timothy Gibson,calls,8/20/2015 7:38:01 AM,Jane Tyler,1
Timothy Gibson,calls,8/23/2015 1:57:55 PM,Jane Tyler,1
Timothy Gibson,calls,8/25/2015 8:15:11 PM,Jane Tyler,1
Timothy Gibson,calls,8/26/2015 4:55:49 AM,Jane Tyler,1
Timothy Gibson,calls,8/28/2015 8:44:32 PM,Jane Tyler,1
Timothy Gibson,calls,8/30/2015 9:23:04 AM,Jane Tyler,1
Timothy Gibson,calls,8/30/2015 8:23:17 PM,Jane Tyler,1
Timothy Gibson,calls,09-01-2015 06:12,Jane Tyler,1
Timothy Gibson,calls,09-01-2015 08:14,Jane Tyler,1
Timothy Gibson,calls,09-06-2015 17:46,Jane Tyler,1
Timothy Gibson,calls,09-09-2015 01:01,Jane Tyler,1
Timothy Gibson,calls,09-09-2015 16:32,Jane Tyler,1
Timothy Gibson,calls,09-09-2015 17:54,Jane Tyler,1
Timothy Gibson,calls,09-10-2015 07:33,Jane Tyler,1
Timothy Gibson,calls,9/13/2015 10:59:03 PM,Jane Tyler,1
Timothy Gibson,calls,9/19/2015 8:17:19 AM,Jane Tyler,1
Timothy Gibson,calls,9/19/2015 5:50:31 PM,Jane Tyler,1
Timothy Gibson,calls,9/20/2015 1:20:55 AM,Jane Tyler,1
Timothy Gibson,calls,9/25/2015 1:34:45 AM,Jane Tyler,1
Timothy Gibson,calls,9/26/2015 7:08:03 AM,Jane Tyler,1
Timothy Gibson,calls,9/30/2015 4:01:05 PM,Jane Tyler,1
Timothy Gibson,calls,10-04-2015 01:45,Jane Tyler,1
Timothy Gibson,calls,10-04-2015 04:14,Jane Tyler,1
Timothy Gibson,calls,10-04-2015 11:27,Jane Tyler,1
Timothy Gibson,calls,10-06-2015 05:19,Jane Tyler,1
Timothy Gibson,calls,10-08-2015 01:30,Jane Tyler,1
Timothy Gibson,calls,10-09-2015 16:52,Jane Tyler,1
Timothy Gibson,calls,10-09-2015 21:19,Jane Tyler,1
Timothy Gibson,calls,10-10-2015 04:36,Jane Tyler,1
Timothy Gibson,calls,10/16/2015 2:42:24 PM,Jane Tyler,1
Timothy Gibson,calls,10/18/2015 1:33:36 PM,Jane Tyler,1
Timothy Gibson,calls,10/22/2015 12:20:56 AM,Jane Tyler,1
Timothy Gibson,calls,10/22/2015 1:55:57 AM,Jane Tyler,1
Timothy Gibson,calls,10/23/2015 9:38:39 AM,Jane Tyler,1
Timothy Gibson,calls,10/24/2015 3:21:29 AM,Jane Tyler,1
Timothy Gibson,calls,10/24/2015 9:49:52 PM,Jane Tyler,1
Timothy Gibson,calls,10/28/2015 11:51:58 AM,Jane Tyler,1
Timothy Gibson,calls,11-01-2015 06:46,Jane Tyler,1
Timothy Gibson,calls,11-02-2015 06:15,Jane Tyler,1
Timothy Gibson,calls,11-05-2015 11:16,Jane Tyler,1
Timothy Gibson,calls,11-06-2015 18:49,Jane Tyler,1
Timothy Gibson,calls,11/13/2015 1:00:23 PM,Jane Tyler,1
Timothy Gibson,calls,11/17/2015 10:55:41 PM,Jane Tyler,1
Timothy Gibson,calls,11/23/2015 9:59:23 PM,Jane Tyler,1
Timothy Gibson,calls,11/30/2015 10:51:53 AM,Jane Tyler,1
Timothy Gibson,calls,12-03-2015 12:13,Jane Tyler,1
Timothy Gibson,calls,12-04-2015 00:33,Jane Tyler,1
Timothy Gibson,calls,12-04-2015 06:45,Jane Tyler,1
Timothy Gibson,calls,12-08-2015 06:01,Jane Tyler,1
Timothy Gibson,calls,12-08-2015 10:06,Jane Tyler,1
Timothy Gibson,calls,12-08-2015 17:53,Jane Tyler,1
